GuestID,FirstName,LastName,Gender,AgeBand,HomeCity,Country,PostcodeArea,Email,LoyaltyTier,MemberSince,MarketingConsent
GST00222,Thomas,Smith,M,25-34,Newcastle,United Kingdom,NE,thomas.smith695@icloud.com,Platinum,2019-02-26,No
GST00223,Priya,Mitchell,F,25-34,Sydney,Australia,,priya.mitchell64@yahoo.co.uk,Bronze,2018-12-05,Yes
GST00224,Fatima,Robinson,F,18-24,Amsterdam,Netherlands,,fatima.robinson570@icloud.com,Silver,2020-08-27,No
GST00225,Evie,Green,F,18-24,Bristol,United Kingdom,BS,evie.green163@icloud.com,Bronze,2024-08-09,No
GST00226,Georgia,White,F,35-44,Nottingham,United Kingdom,NG,georgia.white203@icloud.com,Silver,2022-01-24,Yes
GST00227,Georgia,Parker,F,45-54,Milan,Italy,,georgia.parker644@yahoo.co.uk,Gold,2018-01-16,Yes
GST00228,Ethan,Walker,M,25-34,Nottingham,United Kingdom,NG,ethan.walker320@proton.me,Non-member,,Yes
GST00229,Georgia,Morris,F,25-34,Birmingham,United Kingdom,B,georgia.morris477@icloud.com,Silver,2024-02-06,No
GST00230,Ananya,Ali,F,25-34,Bristol,United Kingdom,BS,ananya.ali437@icloud.com,Silver,2018-03-01,Yes
GST00231,Leah,Fraser,F,35-44,Newcastle,United Kingdom,NE,leah.fraser427@icloud.com,Bronze,2021-10-27,Yes
GST00232,Matthew,King,M,25-34,Edinburgh,United Kingdom,EH,matthew.king794@proton.me,Bronze,2019-01-25,Yes
GST00233,Jack,Robinson,M,45-54,Reading,United Kingdom,RG,jack.robinson317@outlook.com,Bronze,2024-09-05,Yes
GST00234,Harry,Robinson,M,35-44,Berlin,Germany,,harry.robinson588@outlook.com,Bronze,2020-02-06,No
GST00235,Lucy,Mehta,F,45-54,Liverpool,United Kingdom,L,lucy.mehta104@icloud.com,Bronze,2024-10-31,Yes
GST00236,Adam,Jones,M,25-34,Bristol,United Kingdom,BS,adam.jones700@gmail.com,Gold,2025-12-26,Yes
GST00237,Amelia,Robinson,F,45-54,Amsterdam,Netherlands,,amelia.robinson758@gmail.com,Bronze,2019-03-22,Yes
GST00238,Thomas,Wright,M,55-64,Nottingham,United Kingdom,NG,thomas.wright708@outlook.com,Silver,2024-02-13,Yes
GST00239,Omar,Turner,M,55-64,Nottingham,United Kingdom,NG,omar.turner900@icloud.com,Silver,2020-04-11,Yes
GST00240,Isla,Shah,F,45-54,Oxford,United Kingdom,OX,isla.shah690@icloud.com,Gold,2018-07-29,Yes
GST00241,Daniel,Green,M,45-54,Liverpool,United Kingdom,L,daniel.green701@gmail.com,Bronze,2020-01-07,Yes
GST00242,Priya,Phillips,F,25-34,Birmingham,United Kingdom,B,priya.phillips349@gmail.com,Silver,2025-04-25,Yes
GST00243,Maya,Hussain,F,25-34,Nottingham,United Kingdom,NG,maya.hussain882@hotmail.com,Silver,2018-11-01,Yes
GST00244,Evie,Collins,F,45-54,Manchester,United Kingdom,M,evie.collins699@yahoo.co.uk,Silver,2020-07-18,Yes
GST00245,Arjun,Mitchell,M,25-34,Sheffield,United Kingdom,S,arjun.mitchell604@hotmail.com,Bronze,2025-04-27,No
GST00246,Emily,Baker,F,55-64,Oxford,United Kingdom,OX,emily.baker840@icloud.com,Silver,2018-04-07,Yes
GST00247,Jessica,Ali,F,25-34,Reading,United Kingdom,RG,jessica.ali518@yahoo.co.uk,Gold,2019-07-04,Yes
GST00248,Ella,Harris,F,25-34,Bristol,United Kingdom,BS,ella.harris320@yahoo.co.uk,Gold,2024-09-07,Yes
GST00249,Sara,Stewart,F,55-64,Reading,United Kingdom,RG,sara.stewart313@hotmail.com,Non-member,,Yes
GST00250,Freya,Murray,F,45-54,Mumbai,India,,freya.murray326@gmail.com,Non-member,,Yes
GST00251,Amelia,Harris,F,35-44,Cambridge,United Kingdom,CB,amelia.harris752@hotmail.com,Non-member,,Yes
GST00252,Evie,Harris,F,45-54,Liverpool,United Kingdom,L,evie.harris302@proton.me,Gold,2021-08-03,No
GST00253,Alice,Patel,F,35-44,Berlin,Germany,,alice.patel846@gmail.com,Non-member,,Yes
GST00254,Lucy,Hussain,F,35-44,Berlin,Germany,,lucy.hussain28@outlook.com,Non-member,,No
GST00255,Aisha,Clarke,F,25-34,Nottingham,United Kingdom,NG,aisha.clarke504@outlook.com,Bronze,2024-02-09,Yes
GST00256,Jacob,Morris,M,25-34,Oxford,United Kingdom,OX,jacob.morris804@yahoo.co.uk,Bronze,2022-02-13,No
GST00257,Rebecca,Brown,F,18-24,Sydney,Australia,,rebecca.brown419@icloud.com,Non-member,,Yes
GST00258,Ava,Hussain,F,25-34,Sydney,Australia,,ava.hussain550@gmail.com,Silver,2022-11-28,Yes
GST00259,Sophie,Reid,F,45-54,New York,United States,,sophie.reid85@hotmail.com,Non-member,,No
GST00260,Daniel,Campbell,M,18-24,Leeds,United Kingdom,LS,daniel.campbell43@proton.me,Bronze,2025-11-17,Yes
GST00261,Matthew,Brown,M,35-44,Sheffield,United Kingdom,S,matthew.brown302@proton.me,Silver,2018-05-01,Yes
GST00262,Thomas,Brown,M,35-44,Toronto,Canada,,thomas.brown482@outlook.com,Gold,2024-01-17,Yes
GST00263,David,Edwards,M,25-34,Sheffield,United Kingdom,S,david.edwards353@hotmail.com,Silver,2022-12-06,Yes
GST00264,William,Green,M,35-44,Liverpool,United Kingdom,L,william.green764@yahoo.co.uk,Non-member,,Yes
GST00265,Olivia,Reid,F,35-44,London,United Kingdom,SE,olivia.reid555@proton.me,Bronze,2021-03-28,Yes
GST00266,Harry,Ali,M,35-44,Liverpool,United Kingdom,L,harry.ali337@gmail.com,Bronze,2021-11-13,No
GST00267,Ananya,Ahmed,F,25-34,Toronto,Canada,,ananya.ahmed486@hotmail.com,Bronze,2019-03-01,Yes
GST00268,Nathan,Stewart,M,25-34,Edinburgh,United Kingdom,EH,nathan.stewart705@hotmail.com,Silver,2018-10-13,No
GST00269,Aisha,Hussain,F,55-64,Liverpool,United Kingdom,L,aisha.hussain673@hotmail.com,Gold,2025-01-17,Yes
GST00270,Ananya,Campbell,F,25-34,Birmingham,United Kingdom,B,ananya.campbell265@yahoo.co.uk,Silver,2019-03-01,Yes
GST00271,Lily,Hussain,F,35-44,London,United Kingdom,SE,lily.hussain253@outlook.com,Bronze,2025-03-23,Yes
GST00272,Amelia,Morris,F,45-54,Oxford,United Kingdom,OX,amelia.morris847@outlook.com,Bronze,2022-08-12,Yes
GST00273,Alice,Fraser,F,18-24,Berlin,Germany,,alice.fraser242@outlook.com,Non-member,,Yes
GST00274,David,Fraser,M,25-34,Cambridge,United Kingdom,CB,david.fraser605@yahoo.co.uk,Gold,2019-06-20,Yes
GST00275,Nathan,Shah,M,65+,Reading,United Kingdom,RG,nathan.shah621@hotmail.com,Non-member,,Yes
GST00276,James,Collins,M,35-44,Madrid,Spain,,james.collins855@hotmail.com,Bronze,2022-03-20,No
GST00277,Emily,Baker,F,35-44,Liverpool,United Kingdom,L,emily.baker974@hotmail.com,Silver,2021-05-21,Yes
GST00278,Charlotte,Carter,F,35-44,Bristol,United Kingdom,BS,charlotte.carter83@gmail.com,Silver,2018-03-06,No
GST00279,George,Davies,M,45-54,Berlin,Germany,,george.davies782@icloud.com,Gold,2024-01-22,Yes
GST00280,Jessica,Patel,F,25-34,Manchester,United Kingdom,M,jessica.patel976@yahoo.co.uk,Silver,2018-10-22,Yes
GST00281,Alice,Morris,F,35-44,Milan,Italy,,alice.morris258@outlook.com,Bronze,2026-01-22,No
GST00282,Grace,Baker,F,45-54,Oxford,United Kingdom,OX,grace.baker921@icloud.com,Silver,2020-02-25,Yes
GST00283,Freya,Baker,F,55-64,Liverpool,United Kingdom,L,freya.baker412@gmail.com,Bronze,2021-12-25,Yes
GST00284,Amelia,Patel,F,65+,Cambridge,United Kingdom,CB,amelia.patel899@icloud.com,Non-member,,Yes
GST00285,Alice,Morris,F,35-44,Nottingham,United Kingdom,NG,alice.morris737@yahoo.co.uk,Silver,2026-02-15,Yes
GST00286,Henry,Phillips,M,35-44,Liverpool,United Kingdom,L,henry.phillips238@yahoo.co.uk,Bronze,2019-01-01,Yes
GST00287,Isla,Reid,F,25-34,Leeds,United Kingdom,LS,isla.reid982@hotmail.com,Bronze,2022-06-06,Yes
GST00288,Freya,Edwards,F,35-44,Birmingham,United Kingdom,B,freya.edwards265@hotmail.com,Non-member,,Yes
GST00289,David,Wright,M,25-34,Bristol,United Kingdom,BS,david.wright263@outlook.com,Non-member,,Yes
GST00290,Zara,Gupta,F,35-44,Edinburgh,United Kingdom,EH,zara.gupta373@outlook.com,Silver,2024-08-26,No
GST00291,Jacob,Carter,M,55-64,New York,United States,,jacob.carter94@gmail.com,Silver,2019-08-05,Yes
GST00292,Noah,Davies,M,25-34,Birmingham,United Kingdom,B,noah.davies66@hotmail.com,Bronze,2023-04-24,No
GST00293,Charlotte,Campbell,F,35-44,Newcastle,United Kingdom,NE,charlotte.campbell63@outlook.com,Gold,2026-07-28,Yes
GST00294,Alfie,Shah,M,55-64,Bristol,United Kingdom,BS,alfie.shah233@gmail.com,Gold,2021-10-05,No
GST00295,Freya,Reid,F,45-54,Dublin,Ireland,,freya.reid40@yahoo.co.uk,Bronze,2020-02-02,Yes
GST00296,Priya,Shah,F,35-44,Nottingham,United Kingdom,NG,priya.shah374@yahoo.co.uk,Silver,2025-03-24,Yes
GST00297,Freya,Hussain,F,25-34,New York,United States,,freya.hussain756@gmail.com,Silver,2025-04-26,Yes
GST00298,Arjun,Turner,M,25-34,Madrid,Spain,,arjun.turner572@yahoo.co.uk,Silver,2022-09-02,Yes
GST00299,Bethany,Collins,F,25-34,Manchester,United Kingdom,M,bethany.collins591@icloud.com,Silver,2026-04-08,Yes
GST00300,Chloe,Murray,F,55-64,Nottingham,United Kingdom,NG,chloe.murray305@outlook.com,Non-member,,Yes
GST00301,Henry,Stewart,M,45-54,Dublin,Ireland,,henry.stewart626@proton.me,Gold,2020-05-03,Yes
GST00302,Lucy,Stewart,F,35-44,Reading,United Kingdom,RG,lucy.stewart9@hotmail.com,Bronze,2022-06-22,No
GST00303,Jacob,Taylor,M,55-64,Nottingham,United Kingdom,NG,jacob.taylor734@gmail.com,Non-member,,Yes
GST00304,Grace,Thompson,F,18-24,Leicester,United Kingdom,LE,grace.thompson857@proton.me,Non-member,,Yes
GST00305,Ryan,Robinson,M,45-54,London,United Kingdom,SE,ryan.robinson621@proton.me,Silver,2020-03-28,No
GST00306,Lily,Williams,F,25-34,Newcastle,United Kingdom,NE,lily.williams219@hotmail.com,Non-member,,Yes
GST00307,Sophia,Stewart,F,25-34,Reading,United Kingdom,RG,sophia.stewart555@yahoo.co.uk,Bronze,2026-07-21,Yes
GST00308,Lucy,Stewart,F,35-44,Amsterdam,Netherlands,,lucy.stewart769@icloud.com,Silver,2018-08-28,No
GST00309,Rohan,Martin,M,45-54,Reading,United Kingdom,RG,rohan.martin885@hotmail.com,Bronze,2024-08-21,Yes
GST00310,Leah,Brown,F,25-34,Cardiff,United Kingdom,CF,leah.brown880@hotmail.com,Non-member,,Yes
GST00311,Samuel,Jones,M,18-24,Sheffield,United Kingdom,S,samuel.jones410@hotmail.com,Gold,2026-03-11,Yes
GST00312,Meera,Khan,F,35-44,London,United Kingdom,SE,meera.khan74@hotmail.com,Bronze,2020-03-13,Yes
GST00313,Luke,Harris,M,25-34,Newcastle,United Kingdom,NE,luke.harris255@hotmail.com,Non-member,,Yes
GST00314,Lucy,Patel,F,45-54,London,United Kingdom,SE,lucy.patel488@hotmail.com,Bronze,2019-07-13,Yes
GST00315,Oliver,Thompson,M,35-44,Birmingham,United Kingdom,B,oliver.thompson178@outlook.com,Silver,2022-01-23,No
GST00316,Alfie,Edwards,M,35-44,Leeds,United Kingdom,LS,alfie.edwards253@gmail.com,Platinum,2021-01-14,Yes
GST00317,Benjamin,Taylor,M,25-34,Cardiff,United Kingdom,CF,benjamin.taylor318@hotmail.com,Bronze,2019-08-19,Yes
GST00318,David,Jones,M,25-34,Reading,United Kingdom,RG,david.jones774@yahoo.co.uk,Silver,2021-09-22,Yes
GST00319,Charlie,Jones,M,35-44,Sheffield,United Kingdom,S,charlie.jones753@icloud.com,Gold,2023-08-29,No
GST00320,Ananya,Williams,F,25-34,Glasgow,United Kingdom,G,ananya.williams918@proton.me,Non-member,,Yes
GST00321,Freya,Smith,F,25-34,Liverpool,United Kingdom,L,freya.smith479@hotmail.com,Gold,2020-10-22,Yes
GST00322,Alice,Wright,F,65+,Milan,Italy,,alice.wright582@icloud.com,Bronze,2019-02-28,Yes
GST00323,Meera,Shah,F,18-24,Milan,Italy,,meera.shah531@proton.me,Silver,2022-02-26,No
GST00324,Henry,Baker,M,18-24,Mumbai,India,,henry.baker730@hotmail.com,Non-member,,Yes
GST00325,Rohan,Mehta,M,25-34,Leicester,United Kingdom,LE,rohan.mehta77@hotmail.com,Bronze,2024-11-03,Yes
GST00326,Isla,Smith,F,35-44,Nottingham,United Kingdom,NG,isla.smith475@gmail.com,Bronze,2021-04-28,Yes
GST00327,Ryan,Cooper,M,25-34,Liverpool,United Kingdom,L,ryan.cooper824@proton.me,Gold,2019-06-01,No
GST00328,Omar,Hussain,M,45-54,Newcastle,United Kingdom,NE,omar.hussain455@proton.me,Non-member,,No
GST00329,Jessica,Jones,F,25-34,Edinburgh,United Kingdom,EH,jessica.jones339@proton.me,Bronze,2022-10-30,Yes
GST00330,Benjamin,Wood,M,25-34,Milan,Italy,,benjamin.wood339@yahoo.co.uk,Gold,2023-07-16,Yes
GST00331,Samuel,Jones,M,45-54,Nottingham,United Kingdom,NG,samuel.jones478@outlook.com,Bronze,2022-03-27,Yes
GST00332,Alfie,Martin,M,45-54,Birmingham,United Kingdom,B,alfie.martin152@icloud.com,Non-member,,Yes
GST00333,Leah,Hussain,F,45-54,Cardiff,United Kingdom,CF,leah.hussain658@icloud.com,Gold,2019-05-22,Yes
GST00334,Sophia,Hussain,F,35-44,Cambridge,United Kingdom,CB,sophia.hussain389@gmail.com,Platinum,2018-02-19,No
GST00335,Amelia,Jackson,F,25-34,Nottingham,United Kingdom,NG,amelia.jackson791@yahoo.co.uk,Silver,2023-03-12,No
GST00336,Olivia,Robinson,F,25-34,Sheffield,United Kingdom,S,olivia.robinson472@hotmail.com,Bronze,2026-05-28,No
GST00337,Ananya,Parker,F,25-34,Toronto,Canada,,ananya.parker355@outlook.com,Bronze,2021-11-28,Yes
GST00338,Thomas,Gupta,M,65+,Liverpool,United Kingdom,L,thomas.gupta348@outlook.com,Non-member,,Yes
GST00339,Meera,Harris,F,35-44,Dublin,Ireland,,meera.harris171@icloud.com,Bronze,2021-04-24,Yes
GST00340,Olivia,Reid,F,45-54,Amsterdam,Netherlands,,olivia.reid94@gmail.com,Silver,2025-09-06,Yes
GST00341,Emily,Jones,F,45-54,Liverpool,United Kingdom,L,emily.jones624@proton.me,Silver,2024-06-10,No
GST00342,George,Martin,M,35-44,Newcastle,United Kingdom,NE,george.martin488@hotmail.com,Bronze,2026-08-01,Yes
GST00343,Isla,Baker,F,45-54,Edinburgh,United Kingdom,EH,isla.baker595@proton.me,Silver,2020-01-25,Yes
GST00344,Matthew,Green,M,45-54,Toronto,Canada,,matthew.green578@proton.me,Non-member,,No
GST00345,Olivia,Gupta,F,25-34,Reading,United Kingdom,RG,olivia.gupta423@icloud.com,Silver,2018-08-28,Yes
GST00346,William,Ahmed,M,45-54,London,United Kingdom,SE,william.ahmed292@outlook.com,Bronze,2022-10-19,Yes
GST00347,Hannah,Shah,F,25-34,Glasgow,United Kingdom,G,hannah.shah661@proton.me,Bronze,2019-05-15,Yes
GST00348,Jacob,Khan,M,35-44,Manchester,United Kingdom,M,jacob.khan317@outlook.com,Silver,2025-05-11,Yes
GST00349,Arjun,Shah,M,35-44,Cambridge,United Kingdom,CB,arjun.shah864@gmail.com,Gold,2019-05-16,Yes
GST00350,Isla,Stewart,F,25-34,Bristol,United Kingdom,BS,isla.stewart220@gmail.com,Bronze,2023-11-30,Yes
GST00351,Lucy,Wright,F,25-34,Reading,United Kingdom,RG,lucy.wright764@hotmail.com,Platinum,2025-12-19,Yes
GST00352,Sara,Jackson,F,45-54,Bristol,United Kingdom,BS,sara.jackson638@outlook.com,Bronze,2020-10-04,Yes
GST00353,David,Thompson,M,45-54,Reading,United Kingdom,RG,david.thompson902@yahoo.co.uk,Gold,2021-02-06,Yes
GST00354,Matthew,Wood,M,65+,Manchester,United Kingdom,M,matthew.wood472@yahoo.co.uk,Bronze,2024-01-04,Yes
GST00355,Ella,Phillips,F,45-54,Sheffield,United Kingdom,S,ella.phillips207@gmail.com,Bronze,2025-09-17,No
GST00356,Lucy,Martin,F,18-24,Reading,United Kingdom,RG,lucy.martin159@outlook.com,Bronze,2019-08-19,No
GST00357,Ryan,Stewart,M,35-44,Cardiff,United Kingdom,CF,ryan.stewart740@hotmail.com,Gold,2020-12-24,No
GST00358,Joshua,Davies,M,65+,Leicester,United Kingdom,LE,joshua.davies169@yahoo.co.uk,Bronze,2026-05-24,Yes
GST00359,Chloe,King,F,55-64,Nottingham,United Kingdom,NG,chloe.king871@yahoo.co.uk,Bronze,2019-12-04,Yes
GST00360,James,Smith,M,25-34,Nottingham,United Kingdom,NG,james.smith13@yahoo.co.uk,Silver,2020-05-10,Yes
GST00361,Omar,Parker,M,45-54,Oxford,United Kingdom,OX,omar.parker252@yahoo.co.uk,Non-member,,Yes
GST00362,Ella,Shah,F,35-44,Glasgow,United Kingdom,G,ella.shah307@hotmail.com,Silver,2022-08-08,Yes
GST00363,Evie,Wilson,F,35-44,Glasgow,United Kingdom,G,evie.wilson188@gmail.com,Silver,2020-04-06,Yes
GST00364,Alfie,Cooper,M,45-54,Sheffield,United Kingdom,S,alfie.cooper786@proton.me,Silver,2021-02-22,Yes
GST00365,Henry,Reid,M,45-54,Dublin,Ireland,,henry.reid748@icloud.com,Gold,2022-09-30,Yes
GST00366,Jack,Ali,M,35-44,Sheffield,United Kingdom,S,jack.ali189@gmail.com,Gold,2019-10-28,Yes
GST00367,Leo,Wright,M,18-24,Cambridge,United Kingdom,CB,leo.wright182@outlook.com,Silver,2026-05-25,Yes
GST00368,Hannah,Turner,F,35-44,Edinburgh,United Kingdom,EH,hannah.turner322@icloud.com,Bronze,2019-07-05,Yes
GST00369,Charlie,Cooper,M,35-44,Leicester,United Kingdom,LE,charlie.cooper738@proton.me,Silver,2018-09-02,No
GST00370,Isla,Evans,F,55-64,Leicester,United Kingdom,LE,isla.evans156@yahoo.co.uk,Gold,2022-12-16,Yes
GST00371,Benjamin,Hall,M,35-44,Sheffield,United Kingdom,S,benjamin.hall707@proton.me,Silver,2021-07-20,Yes
GST00372,Arjun,Carter,M,55-64,Toronto,Canada,,arjun.carter670@yahoo.co.uk,Silver,2023-03-02,No
GST00373,Jessica,Patel,F,25-34,Cardiff,United Kingdom,CF,jessica.patel960@outlook.com,Silver,2026-03-28,No
GST00374,Charlotte,Jackson,F,45-54,Toronto,Canada,,charlotte.jackson742@gmail.com,Gold,2020-06-21,Yes
GST00375,Harry,White,M,25-34,Leicester,United Kingdom,LE,harry.white535@icloud.com,Gold,2026-06-23,Yes
GST00376,Ethan,Reid,M,55-64,Sydney,Australia,,ethan.reid98@yahoo.co.uk,Bronze,2020-11-08,Yes
GST00377,Grace,Parker,F,35-44,Mumbai,India,,grace.parker153@hotmail.com,Silver,2026-06-20,Yes
GST00378,Ava,Collins,F,25-34,Nottingham,United Kingdom,NG,ava.collins594@yahoo.co.uk,Silver,2024-11-02,Yes
GST00379,Georgia,Reid,F,35-44,Oxford,United Kingdom,OX,georgia.reid662@outlook.com,Non-member,,No
GST00380,Samuel,Parker,M,55-64,Newcastle,United Kingdom,NE,samuel.parker459@icloud.com,Gold,2021-04-11,Yes
GST00381,Emily,Brown,F,45-54,Leicester,United Kingdom,LE,emily.brown949@gmail.com,Non-member,,Yes
GST00382,Harry,Phillips,M,25-34,Edinburgh,United Kingdom,EH,harry.phillips343@yahoo.co.uk,Silver,2018-11-09,Yes
GST00383,George,Johnson,M,35-44,Sydney,Australia,,george.johnson723@proton.me,Non-member,,Yes
GST00384,Aisha,Reid,F,35-44,New York,United States,,aisha.reid501@gmail.com,Gold,2025-10-12,Yes
GST00385,Mohammed,Parker,M,35-44,Manchester,United Kingdom,M,mohammed.parker338@icloud.com,Bronze,2020-12-07,Yes
GST00386,Henry,Wilson,M,35-44,Amsterdam,Netherlands,,henry.wilson692@yahoo.co.uk,Bronze,2018-06-16,No
GST00387,Leo,Gupta,M,65+,Cardiff,United Kingdom,CF,leo.gupta751@gmail.com,Bronze,2018-03-18,No
GST00388,Joshua,King,M,35-44,Leeds,United Kingdom,LS,joshua.king478@hotmail.com,Bronze,2026-07-14,Yes
GST00389,Yusuf,Patel,M,45-54,Manchester,United Kingdom,M,yusuf.patel756@outlook.com,Bronze,2018-03-17,Yes
GST00390,Luke,Fraser,M,55-64,Newcastle,United Kingdom,NE,luke.fraser128@outlook.com,Non-member,,Yes
GST00391,Emily,Patel,F,35-44,Madrid,Spain,,emily.patel402@outlook.com,Non-member,,Yes
GST00392,George,King,M,35-44,London,United Kingdom,SE,george.king949@outlook.com,Silver,2023-06-08,No
GST00393,Charlotte,Collins,F,25-34,Milan,Italy,,charlotte.collins858@gmail.com,Non-member,,Yes
GST00394,Freya,Green,F,25-34,Newcastle,United Kingdom,NE,freya.green336@proton.me,Non-member,,Yes
GST00395,Ava,Clarke,F,35-44,Leicester,United Kingdom,LE,ava.clarke760@hotmail.com,Platinum,2020-06-20,Yes
GST00396,Ethan,Walker,M,55-64,Manchester,United Kingdom,M,ethan.walker817@gmail.com,Silver,2023-08-05,No
GST00397,William,Green,M,25-34,Toronto,Canada,,william.green828@gmail.com,Silver,2022-12-04,Yes
GST00398,Georgia,King,F,65+,Oxford,United Kingdom,OX,georgia.king733@yahoo.co.uk,Silver,2019-11-15,Yes
GST00399,Ethan,Edwards,M,55-64,Madrid,Spain,,ethan.edwards135@outlook.com,Non-member,,Yes
GST00400,Mohammed,Parker,M,18-24,Sheffield,United Kingdom,S,mohammed.parker699@yahoo.co.uk,Bronze,2019-09-28,Yes
GST00401,Nathan,Johnson,M,35-44,Glasgow,United Kingdom,G,nathan.johnson818@outlook.com,Bronze,2022-03-29,Yes
GST00402,Samuel,Baker,M,45-54,Newcastle,United Kingdom,NE,samuel.baker842@icloud.com,Platinum,2019-06-01,Yes
GST00403,David,Fraser,M,45-54,London,United Kingdom,SE,david.fraser854@gmail.com,Bronze,2025-05-15,No
GST00404,Noah,Collins,M,25-34,Newcastle,United Kingdom,NE,noah.collins206@outlook.com,Gold,2026-01-14,No
GST00405,Adam,Campbell,M,35-44,Sheffield,United Kingdom,S,adam.campbell692@outlook.com,Non-member,,Yes
GST00406,Lucy,Fraser,F,25-34,Reading,United Kingdom,RG,lucy.fraser485@proton.me,Bronze,2025-03-02,Yes
GST00407,Zara,Harris,F,18-24,Nottingham,United Kingdom,NG,zara.harris969@yahoo.co.uk,Bronze,2019-01-05,Yes
GST00408,Joshua,Harris,M,25-34,Reading,United Kingdom,RG,joshua.harris666@yahoo.co.uk,Gold,2022-09-25,Yes
GST00409,Thomas,Mitchell,M,25-34,London,United Kingdom,SE,thomas.mitchell69@hotmail.com,Silver,2021-08-26,No
GST00410,Oliver,Wilson,M,25-34,Leeds,United Kingdom,LS,oliver.wilson691@hotmail.com,Silver,2018-09-17,Yes
GST00411,Ryan,Wilson,M,35-44,Cardiff,United Kingdom,CF,ryan.wilson145@icloud.com,Silver,2024-01-05,Yes
GST00412,Omar,Wood,M,35-44,Bristol,United Kingdom,BS,omar.wood550@icloud.com,Bronze,2018-11-12,No
GST00413,Priya,White,F,35-44,London,United Kingdom,SE,priya.white555@outlook.com,Non-member,,Yes
GST00414,Priya,Shah,F,35-44,Birmingham,United Kingdom,B,priya.shah519@proton.me,Silver,2019-02-11,No
GST00415,James,Smith,M,25-34,Amsterdam,Netherlands,,james.smith283@outlook.com,Bronze,2019-03-05,Yes
GST00416,Adam,Fraser,M,55-64,Paris,France,,adam.fraser325@outlook.com,Bronze,2023-06-12,Yes
GST00417,Arjun,Turner,M,65+,Sheffield,United Kingdom,S,arjun.turner210@gmail.com,Bronze,2025-12-03,No
GST00418,Fatima,Wood,F,25-34,Mumbai,India,,fatima.wood786@yahoo.co.uk,Bronze,2023-05-05,No
GST00419,Jacob,Carter,M,25-34,Cardiff,United Kingdom,CF,jacob.carter94@proton.me,Silver,2022-03-07,Yes
GST00420,Jacob,Cooper,M,55-64,Cambridge,United Kingdom,CB,jacob.cooper929@gmail.com,Gold,2025-12-10,Yes
GST00421,Oscar,Robinson,M,25-34,Oxford,United Kingdom,OX,oscar.robinson462@outlook.com,Silver,2024-07-16,Yes
GST00422,Lucy,Parker,F,35-44,Edinburgh,United Kingdom,EH,lucy.parker511@outlook.com,Bronze,2019-04-04,Yes
GST00423,Omar,Thompson,M,45-54,Cambridge,United Kingdom,CB,omar.thompson566@icloud.com,Silver,2024-11-12,Yes
GST00424,Emily,Murray,F,25-34,Leicester,United Kingdom,LE,emily.murray255@yahoo.co.uk,Silver,2023-11-18,Yes
GST00425,Chloe,Hall,F,35-44,Newcastle,United Kingdom,NE,chloe.hall330@gmail.com,Silver,2018-06-11,Yes
GST00426,Benjamin,Wood,M,25-34,Cardiff,United Kingdom,CF,benjamin.wood868@gmail.com,Non-member,,Yes
GST00427,Jack,Jackson,M,35-44,Leeds,United Kingdom,LS,jack.jackson972@yahoo.co.uk,Silver,2024-03-19,No
GST00428,Grace,Shah,F,45-54,Reading,United Kingdom,RG,grace.shah566@icloud.com,Bronze,2022-03-27,Yes
GST00429,Thomas,Thompson,M,25-34,Sydney,Australia,,thomas.thompson107@outlook.com,Bronze,2024-10-31,No
GST00430,Georgia,Wood,F,25-34,Cardiff,United Kingdom,CF,georgia.wood104@icloud.com,Silver,2022-11-29,Yes
GST00431,Fatima,Hussain,F,45-54,Sydney,Australia,,fatima.hussain345@hotmail.com,Gold,2023-11-29,No
GST00432,Priya,Jackson,F,35-44,Cardiff,United Kingdom,CF,priya.jackson158@yahoo.co.uk,Silver,2023-05-18,Yes
GST00433,Alfie,Shah,M,25-34,Birmingham,United Kingdom,B,alfie.shah845@gmail.com,Bronze,2026-01-04,Yes
GST00434,Luke,King,M,35-44,Sheffield,United Kingdom,S,luke.king211@yahoo.co.uk,Silver,2020-07-11,Yes
